Time,altitude via 2D coords,altitude via 3D coords,altitude via ecc ano,altitude via true ano
1853,428527.481501,416614.764394,428527.481501,428527.481501
1854,428526.274451,416605.653839,428526.274451,428526.274451
1855,428525.062104,416596.535375,428525.062104,428525.062104
1856,428523.844461,416587.409006,428523.844461,428523.844461
1857,428522.621524,416578.274731,428522.621524,428522.621524
1858,428521.393294,416569.132553,428521.393294,428521.393294
1859,428520.159773,416559.982474,428520.159773,428520.159773
1860,428518.920963,416550.824494,428518.920963,428518.920963
1861,428517.676865,416541.658615,428517.676865,428517.676865
1862,428516.427481,416532.484840,428516.427481,428516.427481
1863,428515.172811,416523.303169,428515.172811,428515.172811
1864,428513.912859,416514.113604,428513.912859,428513.912859
1865,428512.647625,416504.916147,428512.647625,428512.647625
1866,428511.377111,416495.710799,428511.377111,428511.377111
1867,428510.101319,416486.497562,428510.101319,428510.101319
1868,428508.820250,416477.276438,428508.820250,428508.820250
1869,428507.533905,416468.047428,428507.533905,428507.533905
1870,428506.242288,416458.810534,428506.242288,428506.242288
1871,428504.945398,416449.565757,428504.945398,428504.945398
1872,428503.643238,416440.313099,428503.643238,428503.643238
1873,428502.335810,416431.052563,428502.335810,428502.335810
1874,428501.023115,416421.784148,428501.023115,428501.023115
1875,428499.705154,416412.507858,428499.705154,428499.705154
1876,428498.381930,416403.223693,428498.381930,428498.381930
1877,428497.053444,416393.931656,428497.053444,428497.053444
1878,428495.719698,416384.631748,428495.719698,428495.719698
1879,428494.380693,416375.323971,428494.380693,428494.380693
1880,428493.036432,416366.008327,428493.036432,428493.036432
1881,428491.686915,416356.684816,428491.686915,428491.686915
1882,428490.332145,416347.353442,428490.332145,428490.332145
1883,428488.972123,416338.014205,428488.972123,428488.972123
1884,428487.606851,416328.667108,428487.606851,428487.606851
1885,428486.236330,416319.312151,428486.236330,428486.236330
1886,428484.860564,416309.949338,428484.860564,428484.860564
1887,428483.479552,416300.578669,428483.479552,428483.479552
1888,428482.093297,416291.200147,428482.093297,428482.093297
1889,428480.701801,416281.813772,428480.701801,428480.701801
1890,428479.305066,416272.419548,428479.305066,428479.305066
1891,428477.903093,416263.017475,428477.903093,428477.903093
1892,428476.495883,416253.607556,428476.495883,428476.495883
1893,428475.083440,416244.189792,428475.083440,428475.083440
1894,428473.665764,416234.764185,428473.665764,428473.665764
1895,428472.242858,416225.330737,428472.242858,428472.242858
1896,428470.814722,416215.889449,428470.814722,428470.814722
1897,428469.381360,416206.440324,428469.381360,428469.381360
1898,428467.942772,416196.983363,428467.942772,428467.942772
1899,428466.498961,416187.518568,428466.498961,428466.498961
1900,428465.049929,416178.045941,428465.049929,428465.049929
1901,428463.595677,416168.565483,428463.595677,428463.595677
1902,428462.136206,416159.077198,428462.136206,428462.136206
1903,428460.671520,416149.581086,428460.671520,428460.671520
1904,428459.201620,416140.077149,428459.201620,428459.201620
1905,428457.726507,416130.565389,428457.726507,428457.726507
1906,428456.246184,416121.045808,428456.246184,428456.246184
1907,428454.760652,416111.518408,428454.760652,428454.760652
1908,428453.269914,416101.983191,428453.269914,428453.269914
1909,428451.773971,416092.440159,428451.773971,428451.773971
1910,428450.272824,416082.889313,428450.272824,428450.272824
1911,428448.766477,416073.330656,428448.766477,428448.766477
1912,428447.254931,416063.764189,428447.254931,428447.254931
1913,428445.738187,416054.189914,428445.738187,428445.738187
1914,428444.216248,416044.607834,428444.216248,428444.216248
1915,428442.689116,416035.017950,428442.689116,428442.689116
1916,428441.156793,416025.420264,428441.156793,428441.156793
1917,428439.619279,416015.814778,428439.619279,428439.619279
1918,428438.076579,416006.201494,428438.076579,428438.076579
1919,428436.528693,415996.580414,428436.528693,428436.528693
1920,428434.975623,415986.951540,428434.975623,428434.975623
1921,428433.417371,415977.314874,428433.417371,428433.417371
1922,428431.853940,415967.670417,428431.853940,428431.853940
1923,428430.285331,415958.018173,428430.285331,428430.285331
1924,428428.711546,415948.358142,428428.711546,428428.711546
1925,428427.132588,415938.690327,428427.132588,428427.132588
1926,428425.548458,415929.014730,428425.548458,428425.548458
1927,428423.959158,415919.331353,428423.959158,428423.959158
1928,428422.364691,415909.640198,428422.364691,428422.364691
1929,428420.765057,415899.941266,428420.765057,428420.765057
1930,428419.160260,415890.234561,428419.160260,428419.160260
1931,428417.550302,415880.520083,428417.550302,428417.550302
1932,428415.935183,415870.797836,428415.935183,428415.935183
1933,428414.314908,415861.067820,428414.314908,428414.314908
1934,428412.689476,415851.330039,428412.689476,428412.689476
1935,428411.058892,415841.584493,428411.058892,428411.058892
1936,428409.423156,415831.831186,428409.423156,428409.423156
1937,428407.782270,415822.070119,428407.782270,428407.782270
1938,428406.136237,415812.301295,428406.136237,428406.136237
1939,428404.485060,415802.524715,428404.485060,428404.485060
1940,428402.828739,415792.740381,428402.828739,428402.828739
1941,428401.167277,415782.948297,428401.167277,428401.167277
1942,428399.500676,415773.148463,428399.500676,428399.500676
1943,428397.828938,415763.340881,428397.828938,428397.828938
1944,428396.152066,415753.525555,428396.152066,428396.152066
1945,428394.470062,415743.702486,428394.470062,428394.470062
1946,428392.782926,415733.871676,428392.782926,428392.782926
1947,428391.090663,415724.033128,428391.090663,428391.090663
1948,428389.393274,415714.186843,428389.393274,428389.393274
1949,428387.690760,415704.332824,428387.690760,428387.690760
1950,428385.983125,415694.471073,428385.983125,428385.983125
1951,428384.270370,415684.601591,428384.270370,428384.270370
1952,428382.552498,415674.724382,428382.552498,428382.552498
1953,428380.829510,415664.839447,428380.829510,428380.829510
1954,428379.101409,415654.946789,428379.101409,428379.101409
1955,428377.368197,415645.046409,428377.368197,428377.368197
1956,428375.629877,415635.138311,428375.629877,428375.629877
1957,428373.886450,415625.222495,428373.886450,428373.886450
1958,428372.137918,415615.298965,428372.137918,428372.137918
1959,428370.384285,415605.367722,428370.384285,428370.384285
1960,428368.625551,415595.428770,428368.625551,428368.625551
1961,428366.861720,415585.482109,428366.861720,428366.861720
1962,428365.092794,415575.527742,428365.092794,428365.092794
1963,428363.318774,415565.565672,428363.318774,428363.318774
1964,428361.539663,415555.595901,428361.539663,428361.539663
1965,428359.755464,415545.618431,428359.755464,428359.755464
1966,428357.966178,415535.633263,428357.966178,428357.966178
1967,428356.171808,415525.640402,428356.171808,428356.171808
1968,428354.372356,415515.639848,428354.372356,428354.372356
1969,428352.567824,415505.631604,428352.567824,428352.567824
1970,428350.758215,415495.615673,428350.758215,428350.758215
1971,428348.943531,415485.592056,428348.943531,428348.943531
1972,428347.123774,415475.560757,428347.123774,428347.123774
1973,428345.298947,415465.521776,428345.298947,428345.298947
1974,428343.469051,415455.475117,428343.469051,428343.469051
1975,428341.634090,415445.420782,428341.634090,428341.634090
1976,428339.794065,415435.358773,428339.794065,428339.794065
1977,428337.948979,415425.289093,428337.948979,428337.948979
1978,428336.098834,415415.211744,428336.098834,428336.098834
1979,428334.243633,415405.126728,428334.243633,428334.243633
1980,428332.383377,415395.034047,428332.383377,428332.383377
1981,428330.518070,415384.933705,428330.518070,428330.518070
1982,428328.647713,415374.825702,428328.647713,428328.647713
1983,428326.772310,415364.710043,428326.772310,428326.772310
1984,428324.891861,415354.586728,428324.891861,428324.891861
1985,428323.006370,415344.455761,428323.006370,428323.006370
1986,428321.115839,415334.317144,428321.115839,428321.115839
1987,428319.220271,415324.170879,428319.220271,428319.220271
1988,428317.319667,415314.016968,428317.319667,428317.319667
1989,428315.414031,415303.855415,428315.414031,428315.414031
1990,428313.503365,415293.686221,428313.503365,428313.503365
1991,428311.587670,415283.509389,428311.587670,428311.587670
1992,428309.666950,415273.324921,428309.666950,428309.666950
1993,428307.741207,415263.132820,428307.741207,428307.741207
1994,428305.810444,415252.933088,428305.810444,428305.810444
1995,428303.874662,415242.725727,428303.874662,428303.874662
1996,428301.933864,415232.510741,428301.933864,428301.933864
1997,428299.988054,415222.288131,428299.988054,428299.988054
1998,428298.037232,415212.057901,428298.037232,428298.037232
1999,428296.081402,415201.820051,428296.081402,428296.081402
2000,428294.120566,415191.574586,428294.120566,428294.120566
2001,428292.154727,415181.321507,428292.154727,428292.154727
2002,428290.183887,415171.060817,428290.183887,428290.183887
2003,428288.208049,415160.792519,428288.208049,428288.208049
2004,428286.227215,415150.516614,428286.227215,428286.227215
2005,428284.241387,415140.233106,428284.241387,428284.241387
2006,428282.250568,415129.941996,428282.250568,428282.250568
2007,428280.254761,415119.643288,428280.254761,428280.254761
2008,428278.253969,415109.336985,428278.253969,428278.253969
2009,428276.248193,415099.023087,428276.248193,428276.248193
2010,428274.237436,415088.701599,428274.237436,428274.237436
2011,428272.221701,415078.372522,428272.221701,428272.221701
2012,428270.200991,415068.035860,428270.200991,428270.200991
2013,428268.175307,415057.691614,428268.175307,428268.175307
2014,428266.144653,415047.339788,428266.144653,428266.144653
2015,428264.109031,415036.980383,428264.109031,428264.109031
2016,428262.068443,415026.613403,428262.068443,428262.068443
2017,428260.022893,415016.238850,428260.022893,428260.022893
2018,428257.972382,415005.856727,428257.972382,428257.972382
2019,428255.916914,414995.467035,428255.916914,428255.916914
2020,428253.856491,414985.069779,428253.856491,428253.856491
2021,428251.791115,414974.664960,428251.791115,428251.791115
2022,428249.720790,414964.252581,428249.720790,428249.720790
2023,428247.645517,414953.832645,428247.645517,428247.645517
2024,428245.565300,414943.405154,428245.565300,428245.565300
2025,428243.480141,414932.970111,428243.480141,428243.480141
2026,428241.390043,414922.527518,428241.390043,428241.390043
2027,428239.295008,414912.077379,428239.295008,428239.295008
2028,428237.195040,414901.619696,428237.195040,428237.195040
2029,428235.090139,414891.154471,428235.090139,428235.090139
2030,428232.980311,414880.681707,428232.980311,428232.980311
2031,428230.865556,414870.201408,428230.865556,428230.865556
2032,428228.745878,414859.713574,428228.745878,428228.745878
2033,428226.621279,414849.218210,428226.621279,428226.621279
2034,428224.491763,414838.715318,428224.491763,428224.491763
2035,428222.357331,414828.204901,428222.357331,428222.357331
2036,428220.217987,414817.686961,428220.217987,428220.217987
2037,428218.073732,414807.161501,428218.073732,428218.073732
2038,428215.924571,414796.628524,428215.924571,428215.924571
2039,428213.770506,414786.088032,428213.770506,428213.770506
2040,428211.611538,414775.540029,428211.611538,428211.611538
2041,428209.447672,414764.984516,428209.447672,428209.447672
2042,428207.278910,414754.421497,428207.278910,428207.278910
2043,428205.105254,414743.850975,428205.105254,428205.105254
2044,428202.926707,414733.272952,428202.926707,428202.926707
2045,428200.743273,414722.687430,428200.743273,428200.743273
2046,428198.554953,414712.094414,428198.554953,428198.554953
2047,428196.361751,414701.493904,428196.361751,428196.361751
2048,428194.163670,414690.885906,428194.163670,428194.163670
2049,428191.960711,414680.270420,428191.960711,428191.960711
2050,428189.752879,414669.647450,428189.752879,428189.752879
2051,428187.540175,414659.016998,428187.540175,428187.540175
2052,428185.322603,414648.379069,428185.322603,428185.322603
2053,428183.100165,414637.733663,428183.100165,428183.100165
2054,428180.872864,414627.080784,428180.872864,428180.872864
2055,428178.640704,414616.420435,428178.640704,428178.640704
2056,428176.403686,414605.752619,428176.403686,428176.403686
2057,428174.161814,414595.077339,428174.161814,428174.161814
2058,428171.915090,414584.394597,428171.915090,428171.915090
2059,428169.663517,414573.704396,428169.663517,428169.663517
2060,428167.407099,414563.006739,428167.407099,428167.407099
2061,428165.145838,414552.301629,428165.145838,428165.145838
2062,428162.879737,414541.589069,428162.879737,428162.879737
2063,428160.608798,414530.869062,428160.608798,428160.608798
2064,428158.333026,414520.141610,428158.333026,428158.333026
2065,428156.052421,414509.406716,428156.052421,428156.052421
2066,428153.766988,414498.664384,428153.766988,428153.766988
2067,428151.476730,414487.914616,428151.476730,428151.476730
2068,428149.181648,414477.157415,428149.181648,428149.181648
2069,428146.881747,414466.392784,428146.881747,428146.881747
2070,428144.577029,414455.620726,428144.577029,428144.577029
2071,428142.267496,414444.841244,428142.267496,428142.267496
2072,428139.953153,414434.054341,428139.953153,428139.953153
2073,428137.634001,414423.260019,428137.634001,428137.634001
